0	Alegria	908	908.txt	daniela mercury - país tropical	moro... num país tropical, abençoado por deus e bonito por natureza, pois é... moro... num país tropical, abençoado por deus e bonito por natureza, mas que beleza! em fevereiro, em fevereiro, tem carnaval, tem carnaval, tenho um fusca e um violão, sou flamengo e tenho uma nega chamada tereza. posso não ser um band leader, mas assim mesmo feliz da vida, pois é... lá em casa todos meus amigos, meus camaradinhas me respeitam, pois é, essa é a razão da simpatia, do poder do algo mais e da alegria... moro num país tropical abençoado por deus e bonito por natureza. em fevereiro, em fevereiro, em fevereiro tem carnaval, tem carnaval, tenho um fusca e um violão, sou flamengo e tenho uma nega chamada tereza, sou flamengo tenho uma nega chamada tereza, sou flamengo tenho uma nega chamada tereza, sou flamengo tenho uma nega chamada tereza.
0	Alegria	1545	1545.txt	Grupo Revelação - Zé Tambozeiro	﻿vou chamar zé tambozeiro pra bater tambor de angola le le eu vou chamar seu zé tambozeiro É que o samba chegou agora É que o samba chegou agora É que o samba chegou agora chegou agora É que o samba chegou agora É que o samba chegou agora quem é bamba vai pro samba (É que o samba chegou agora) entra na roda e não bambeia (É que o samba chegou agora) o samba chegou agora É que o samba chegou agora olha, olha a lua cheia olha como o mar clareia, le le eu vou chamar zé tambozeiro que o samba chegou agora chegou agora É que o samba chegou agora.... É que o samba chegou agora o samba chegou agora vou chamar zé tambozeiro pra bater tambor de angola le le eu vou chamar seu zé tambozeiro É que o samba chegou agora já não vou mais embora É que o samba chegou agora eu vou pra roça levo a faca É que o samba chegou agora cortar jaca pra ela dançar É que o samba chegou agora e a barriga do meu bem É que o samba chegou agora É quem me faz trabalhar É que o samba chegou agora o samba chegou agora... É que o samba chegou agora até o romper da aurora É que o samba chegou agora quem é de chorar não chora É que o samba chegou agora se eu não cantar ela me implora É que o samba chegou agora essa nega me adora É que o samba chegou agora é neta de seu catola É que o samba chegou agora o candeia era um quilombola É que o samba chegou agora e batia na caçarola É que o samba chegou agora e dedilhava a craviola É que o samba chegou agora em menos de uma hora É que o samba chegou agora tomava remédio da flora É que o samba chegou agora quem receitou foi dona aurora É que o samba chegou agora amiga da minha senhora É que o samba chegou agora o samba chegou agora que saudade do candeia É que o samba chegou agora que tinha um samba na veia É que o samba chegou agora ainda é luz que clareia É que o samba chegou agora está presente até na lua cheia É que o samba chegou agora bamba não bambeia É que o samba chegou agora senão faz coisa feia 
0	Alegria	671	671.txt	carlos gardel - yira... yira...	cuando la suerte qu'es grela  fayando y fayando  te largue parao...  cuando estés bien en la vía,  sin rumbo, desesperao...  cuando no tengas ni fe,  ni yerba de ayer  secándose al sol... cuando rajés los tamangos  buscando este mango  que te haga morfar...  la indiferencia del mundo  que es sordo y es mudo  recién sentirás. verás que todo es mentira  verás que nada es amor  que al mundo nada le importa  yira... yira... aunque te quiebre la vida,  aunque te muerda un dolor,  no esperes nunca una ayuda,  ni una mano, ni un favor. cuando estén secas las pilas  de todos los timbres  que vos apretás,  buscando un pecho fraterno  para morir abrazao...  cuando te dejen tirao,  después de cinchar,  lo mismo que a mí...  cuando manyés que a tu lado  se prueban la ropa  que vas a dejar...  te acordarás de este otario  que un día, cansado,  se puso a ladrar.
0	Alegria	2797	2797.txt	tche garotos - tu é viado	eu tô desconfiado de um certo amigo meu que era metido a machão não sei o que aconteceu tá delicado dispensando as muié faz zóio de peixe morto e não larga do meu pé... esse machão topava qualquer parada pegava touro a unha era o rei da mulherada de robertão agora virou gigi trocou a samba-canção por baby-dool e lingerie... roda bolsinha num jeitinho meio assim deixou de ser garanhão e atacou de dragqueen falando fino desmunheca por aí tá usando maquiagem e senta prá fazer xixi... desse machão eu já estou desconfiado desse machão eu já estou desconfiado eu tô pensando e vou ter que perguntar: -"vem cá véio! cê parece que é viado, é?" desse machão eu já estou desconfiado desse machão eu já estou desconfiado eu tô pensando e vou ter que perguntar -"eu não sei não! mas eu acho que esse bicho É viado!" eu tô desconfiado de um certo amigo meu que era metido a machão não sei o que aconteceu tá delicado dispensando as muié faz zóio de peixe morto e não larga do meu pé... esse machão topava qualquer parada pegava touro a unha era o rei da mulherada de robertão agora virou gigi trocou a samba-canção por baby-dool e lingerie... roda bolsinha num jeitinho meio assim deixou de ser garanhão e atacou de dragqueen falando fino desmunheca por aí tá usando maquiagem e senta prá fazer xixi... desse machão eu já estou desconfiado desse machão eu já estou desconfiado É! eu vou ter que perguntar -"fala a verdade aí prá mim cê é viado, é véio?" desse machão eu já estou desconfiado desse machão eu já estou desconfiado sinto muito, mas! -"cê é boiola mesmo rapaz! eu sei! esse bicho parece que mija prá trás oh véio, cê gosta de macho, viu véio! fala aí! fala que não gosta!" desse machão eu já estou desconfiado desse machão eu já estou desconfiado eu já pensei então vou ter que perguntar: -"Óia ele aí, óia o boiola aí! Óia ele aí rapaz! oh!" desse machão eu já estou desconfiado desse machão eu já estou desconfiado É ou não é? eeeeeeeeeé!... -"cê é viado mesmo rapaz! Óia, eu falei que esse bicho gostava de tirar o veneno da cobra ele morde fronha também rapaz eu tô dizendo: viado, é viado vem cá véio: cê é viado mesmo? -eu não!"
0	Alegria	518	518.txt	Carlos Gardel - La Ultima Copa	eche amigo, nomás, écheme y llene hasta el borde la copa de champán, que esta noche de farra y de alegría el dolor que hay en mi alma quiero ahogar. es la última farra de mi vida, de mi vida, muchachos, que se va... mejor dicho, se ha ido tras de aquella que no supo mi amor nunca apreciar. yo la quise, muchachos, y la quiero y jamás yo la podré olvidar; yo me emborracho por ella y ella quién sabe qué hará. eche, mozo, más champán, que todo mi dolor, bebiendo lo he de ahogar; y si la ven, muchachos, díganle que ha sido por su amor que mi vida ya se fue. y brindemos, nomás, la última copa, que tal vez también ella ahora estará ofreciendo en algún brindis su boca y otra boca feliz la besará. eche, amigo, nomás, écheme y llene hasta el borde la copa de champán, que mi vida se ha ido tras de aquella que no supo mi amor nunca apreciar.
0	Alegria	914	914.txt	daniela mercury - minas com bahia	minas com bahia sacudir estrelas despertar desejo numa noite fria uma noite fria uma noite fria no meio da rua lá de longe eu vejo minas com bahia e o samba ia juro que ia amanhã é domingo, menina ninguém vai te acordar deixa chover na esquina deixa a vida rolar burungundum bateu meu tambor quero cuncunca rever meu amor ti ri ti tira a esteira daqui porque só vim buscar (meu amplificador) sacudir o mundo procurar no fundo o que leva um dia até outro dia até outro dia uma horas dessas e você tão só eu fiquei com dó eu só disse ó eu te quero muito bem
0	Alegria	918	918.txt	rosa bahiana - no lindo lago do amor	e bem que viu o bem-te-vi a sabiá sabia já a lua só olhou pro sol a chuva abençoou o vento diz ele é feliz a águia quis saber por que, pourque, porquois será? o sapo entregou ele tomou um banho d'água fresca no lindo lago do amor maravilhosamente clara água no lindo lago do amor
0	Alegria	281	281.txt	babado novo - janeiro a janeiro	quero você por inteiro só pra mim vem amor, vem ligeiro, me seduzir não dá pra dividir com ninguém é só meu o seu amor vai ser marcação cerrada por isso onde você for eu vou refrão quero você de janeiro a janeiro eu vou pegar no seu pé  quero você meu homem pra ser sua mulher quero suas pernas em minhas pernas quero sua boca em minha boca ser seu violão você dedilhando me deixa louca você tem direito sobre mim pra fazer o que quiser você abre todos os caminhos pra me fazer mulher jamais vou me cansar dessa paixão  você é meu primeiro e derradeiro amor eu ando com seus pés me dê a mão por isso onde você for eu vou repete refrão 
0	Alegria	646	646.txt	carlos gardel - dicen que dicen	vení, acercáte, no tengas miedo,  que tengo el puño, ya ves, anclao.  yo sólo quiero contarte un cuento  de unos amores que he balconeao.  dicen que dicen, que era una mina  todo ternura, como eras vos,  que jué el orgullo de un mozo taura  de fondo bueno... como era yo. y bate el cuento  que en un cotorro  que era una gloria vivían los dos.  y dice el barrio que él la quería  con la fe misma  que puse en vos.  pero una noche  que pa' un laburo  el taura manso  se había ausentao,  prendida de otros  amores perros  la mina aquella  se le había alzao. dicen que dicen, que desde entonces  ardiendo de odio su corazón,  el taura manso buscó a la paica  por cielo y tierra como hice yo.  y cuando quiso, justo el destino,  que la encontrara, como ahura a vos,  trenzó sus manos en el cogote  de aquella perra... como hago yo... deje vecino... no llame a nadie.  no tenga miedo, estoy desarmao.  yo sólo quise contarle un cuento,  pero el encono me ha traicionao...  dicen que dicen, vecino, que era  todo ternura la que murió...  que jué el orgullo de un mozo taura  de fondo bueno... como era yo...
0	Alegria	1303	1303.txt	forróçacana - telepatia no salão	telepatia no salão cade meu amor que ainda não chegou pra me balançar to contando as horas torcendo pra ela chegar só quem dança sabe o perrengue que é não ter um par pra lá de direito pra dançar,desenvolver eu não to nem aí se eu vi que o clima aqui é pra divertir se o sapato sair, se você não chegar, se não tem ninguem pra dançar qual será a solução? telepatia no salão o forrózinho tá rolando tá rolando e tem olhar perdida e gente procurando até quem vem como quem naum quer nada quando ve já tá dançando eu não to me preocupando...
